City,State,Date,Protest
Ketchikan,Alaska,2020-06-05,0
Kingman,Arizona,2020-05-26,0
Kingman,Arizona,2020-05-27,0
Kingman,Arizona,2020-05-28,0
Kingman,Arizona,2020-05-29,0
Kingman,Arizona,2020-05-30,0
Kingman,Arizona,2020-05-31,0
Kingman,Arizona,2020-06-01,0
Kingman,Arizona,2020-06-02,1
Kingman,Arizona,2020-06-03,0
Kingman,Arizona,2020-06-04,0
Kingman,Arizona,2020-06-05,0
Knoxville,Tennessee,2020-05-26,0
Knoxville,Tennessee,2020-05-27,0
Knoxville,Tennessee,2020-05-28,0
Knoxville,Tennessee,2020-05-29,1
Knoxville,Tennessee,2020-05-30,0
Knoxville,Tennessee,2020-05-31,0
Knoxville,Tennessee,2020-06-01,0
Knoxville,Tennessee,2020-06-02,0
Knoxville,Tennessee,2020-06-03,0
Knoxville,Tennessee,2020-06-04,0
Knoxville,Tennessee,2020-06-05,0
Kodiak,Alaska,2020-05-26,0
Kodiak,Alaska,2020-05-27,0
Kodiak,Alaska,2020-05-28,0
Kodiak,Alaska,2020-05-29,0
Kodiak,Alaska,2020-05-30,0
Kodiak,Alaska,2020-05-31,0
Kodiak,Alaska,2020-06-01,0
Kodiak,Alaska,2020-06-02,0
Kodiak,Alaska,2020-06-03,0
Kodiak,Alaska,2020-06-04,1
Kodiak,Alaska,2020-06-05,0
Kokomo,Indiana,2020-05-26,0
Kokomo,Indiana,2020-05-27,0
Kokomo,Indiana,2020-05-28,0
Kokomo,Indiana,2020-05-29,0
Kokomo,Indiana,2020-05-30,1
Kokomo,Indiana,2020-05-31,0
Kokomo,Indiana,2020-06-01,1
Kokomo,Indiana,2020-06-02,0
Kokomo,Indiana,2020-06-03,0
Kokomo,Indiana,2020-06-04,0
Kokomo,Indiana,2020-06-05,0
Kotzebue,Alaska,2020-05-26,0
Kotzebue,Alaska,2020-05-27,0
Kotzebue,Alaska,2020-05-28,0
Kotzebue,Alaska,2020-05-29,0
Kotzebue,Alaska,2020-05-30,0
Kotzebue,Alaska,2020-05-31,0
Kotzebue,Alaska,2020-06-01,0
Kotzebue,Alaska,2020-06-02,1
Kotzebue,Alaska,2020-06-03,0
Kotzebue,Alaska,2020-06-04,0
Kotzebue,Alaska,2020-06-05,0
La Crosse,Wisconsin,2020-05-26,0
La Crosse,Wisconsin,2020-05-27,0
La Crosse,Wisconsin,2020-05-28,0
La Crosse,Wisconsin,2020-05-29,1
La Crosse,Wisconsin,2020-05-30,1
La Crosse,Wisconsin,2020-05-31,0
La Crosse,Wisconsin,2020-06-01,0
La Crosse,Wisconsin,2020-06-02,0
La Crosse,Wisconsin,2020-06-03,0
La Crosse,Wisconsin,2020-06-04,0
La Crosse,Wisconsin,2020-06-05,0
La Habra,California,2020-05-26,0
La Habra,California,2020-05-27,0
La Habra,California,2020-05-28,0
La Habra,California,2020-05-29,0
La Habra,California,2020-05-30,0
La Habra,California,2020-05-31,0
La Habra,California,2020-06-01,0
La Habra,California,2020-06-02,0
La Habra,California,2020-06-03,1
La Habra,California,2020-06-04,0
La Habra,California,2020-06-05,0
La Mesa,California,2020-05-26,0
La Mesa,California,2020-05-27,0
La Mesa,California,2020-05-28,0
La Mesa,California,2020-05-29,0
La Mesa,California,2020-05-30,1
La Mesa,California,2020-05-31,1
La Mesa,California,2020-06-01,0
La Mesa,California,2020-06-02,0
La Mesa,California,2020-06-03,0
La Mesa,California,2020-06-04,0
La Mesa,California,2020-06-05,0
Lafayette,Indiana,2020-05-26,0
Lafayette,Indiana,2020-05-27,0
Lafayette,Indiana,2020-05-28,0
Lafayette,Indiana,2020-05-29,0
Lafayette,Indiana,2020-05-30,0
Lafayette,Indiana,2020-05-31,1
Lafayette,Indiana,2020-06-01,0
Lafayette,Indiana,2020-06-02,0
Lafayette,Indiana,2020-06-03,0
Lafayette,Indiana,2020-06-04,0
Lafayette,Indiana,2020-06-05,0
Lafayette,Louisiana,2020-05-26,0
Lafayette,Louisiana,2020-05-27,0
Lafayette,Louisiana,2020-05-28,0
Lafayette,Louisiana,2020-05-29,0
Lafayette,Louisiana,2020-05-30,0
Lafayette,Louisiana,2020-05-31,1
Lafayette,Louisiana,2020-06-01,0
Lafayette,Louisiana,2020-06-02,0
Lafayette,Louisiana,2020-06-03,0
Lafayette,Louisiana,2020-06-04,0
Lafayette,Louisiana,2020-06-05,0
Lake Charles,Louisiana,2020-05-26,0
Lake Charles,Louisiana,2020-05-27,0
Lake Charles,Louisiana,2020-05-28,0
Lake Charles,Louisiana,2020-05-29,0
Lake Charles,Louisiana,2020-05-30,0
Lake Charles,Louisiana,2020-05-31,1
Lake Charles,Louisiana,2020-06-01,0
Lake Charles,Louisiana,2020-06-02,0
Lake Charles,Louisiana,2020-06-03,0
Lake Charles,Louisiana,2020-06-04,0
Lake Charles,Louisiana,2020-06-05,0
Lake Havasu City,Arizona,2020-05-26,0
Lake Havasu City,Arizona,2020-05-27,0
Lake Havasu City,Arizona,2020-05-28,0
Lake Havasu City,Arizona,2020-05-29,0
Lake Havasu City,Arizona,2020-05-30,0
Lake Havasu City,Arizona,2020-05-31,0
Lake Havasu City,Arizona,2020-06-01,0
Lake Havasu City,Arizona,2020-06-02,0
Lake Havasu City,Arizona,2020-06-03,1
Lake Havasu City,Arizona,2020-06-04,0
Lake Havasu City,Arizona,2020-06-05,0
Lake Zurich,Illinois,2020-05-26,0
Lake Zurich,Illinois,2020-05-27,0
Lake Zurich,Illinois,2020-05-28,0
Lake Zurich,Illinois,2020-05-29,0
Lake Zurich,Illinois,2020-05-30,0
Lake Zurich,Illinois,2020-05-31,0
Lake Zurich,Illinois,2020-06-01,0
Lake Zurich,Illinois,2020-06-02,0
Lake Zurich,Illinois,2020-06-03,0
Lake Zurich,Illinois,2020-06-04,1
Lake Zurich,Illinois,2020-06-05,0
Lambertville,Michigan,2020-05-26,0
Lambertville,Michigan,2020-05-27,0
Lambertville,Michigan,2020-05-28,0
Lambertville,Michigan,2020-05-29,0
Lambertville,Michigan,2020-05-30,0
Lambertville,Michigan,2020-05-31,0
Lambertville,Michigan,2020-06-01,0
Lambertville,Michigan,2020-06-02,0
Lambertville,Michigan,2020-06-03,1
Lambertville,Michigan,2020-06-04,0
Lambertville,Michigan,2020-06-05,0
Lancaster,Pennsylvania,2020-05-26,0
Lancaster,Pennsylvania,2020-05-27,0
Lancaster,Pennsylvania,2020-05-28,0
Lancaster,Pennsylvania,2020-05-29,1
Lancaster,Pennsylvania,2020-05-30,1
Lancaster,Pennsylvania,2020-05-31,1
Lancaster,Pennsylvania,2020-06-01,0
Lancaster,Pennsylvania,2020-06-02,0
Lancaster,Pennsylvania,2020-06-03,0
Lancaster,Pennsylvania,2020-06-04,0
Lancaster,Pennsylvania,2020-06-05,0
Lansing,Michigan,2020-05-26,0
Lansing,Michigan,2020-05-27,0
Lansing,Michigan,2020-05-28,0
Lansing,Michigan,2020-05-29,0
Lansing,Michigan,2020-05-30,0
Lansing,Michigan,2020-05-31,1
Lansing,Michigan,2020-06-01,0
Lansing,Michigan,2020-06-02,0
Lansing,Michigan,2020-06-03,0
Lansing,Michigan,2020-06-04,0
Lansing,Michigan,2020-06-05,0
Laramie,Wyoming,2020-05-26,0
Laramie,Wyoming,2020-05-27,0
Laramie,Wyoming,2020-05-28,0
Laramie,Wyoming,2020-05-29,0
Laramie,Wyoming,2020-05-30,0
Laramie,Wyoming,2020-05-31,0
Laramie,Wyoming,2020-06-01,0
Laramie,Wyoming,2020-06-02,1
Laramie,Wyoming,2020-06-03,0
Laramie,Wyoming,2020-06-04,1
Laramie,Wyoming,2020-06-05,0
Laredo,Texas,2020-05-26,0
Laredo,Texas,2020-05-27,0
Laredo,Texas,2020-05-28,0
Laredo,Texas,2020-05-29,0
Laredo,Texas,2020-05-30,0
Laredo,Texas,2020-05-31,0
Laredo,Texas,2020-06-01,0
Laredo,Texas,2020-06-02,0
Laredo,Texas,2020-06-03,0
Laredo,Texas,2020-06-04,1
Laredo,Texas,2020-06-05,0
Las Cruces,New Mexico,2020-05-26,0
Las Cruces,New Mexico,2020-05-27,0
Las Cruces,New Mexico,2020-05-28,0
Las Cruces,New Mexico,2020-05-29,0
Las Cruces,New Mexico,2020-05-30,1
Las Cruces,New Mexico,2020-05-31,0
Las Cruces,New Mexico,2020-06-01,0
Las Cruces,New Mexico,2020-06-02,0
Las Cruces,New Mexico,2020-06-03,0
Las Cruces,New Mexico,2020-06-04,0
Las Cruces,New Mexico,2020-06-05,0
Las Vegas,Nevada,2020-05-26,0
Las Vegas,Nevada,2020-05-27,1
Las Vegas,Nevada,2020-05-28,1
Las Vegas,Nevada,2020-05-29,1
Las Vegas,Nevada,2020-05-30,1
Las Vegas,Nevada,2020-05-31,1
Las Vegas,Nevada,2020-06-01,0
Las Vegas,Nevada,2020-06-02,1
Las Vegas,Nevada,2020-06-03,1
Las Vegas,Nevada,2020-06-04,0
Las Vegas,Nevada,2020-06-05,0
Lawrence,Kansas,2020-05-26,0
Lawrence,Kansas,2020-05-27,0
Lawrence,Kansas,2020-05-28,0
Lawrence,Kansas,2020-05-29,0
Lawrence,Kansas,2020-05-30,0
Lawrence,Kansas,2020-05-31,1
Lawrence,Kansas,2020-06-01,0
Lawrence,Kansas,2020-06-02,0
Lawrence,Kansas,2020-06-03,0
Lawrence,Kansas,2020-06-04,0
Lawrence,Kansas,2020-06-05,0
Lawton,Oklahoma,2020-05-26,0
Lawton,Oklahoma,2020-05-27,0
Lawton,Oklahoma,2020-05-28,0
Lawton,Oklahoma,2020-05-29,0
Lawton,Oklahoma,2020-05-30,0
Lawton,Oklahoma,2020-05-31,1
Lawton,Oklahoma,2020-06-01,0
Lawton,Oklahoma,2020-06-02,0
Lawton,Oklahoma,2020-06-03,0
Lawton,Oklahoma,2020-06-04,0
Lawton,Oklahoma,2020-06-05,0
Lewiston,Maine,2020-05-26,0
Lewiston,Maine,2020-05-27,0
Lewiston,Maine,2020-05-28,0
Lewiston,Maine,2020-05-29,0
Lewiston,Maine,2020-05-30,0
Lewiston,Maine,2020-05-31,0
Lewiston,Maine,2020-06-01,1
Lewiston,Maine,2020-06-02,0
Lewiston,Maine,2020-06-03,0
Lewiston,Maine,2020-06-04,1
Lewiston,Maine,2020-06-05,0
Lexington,Kentucky,2020-05-26,0
Lexington,Kentucky,2020-05-27,1
Lexington,Kentucky,2020-05-28,1
Lexington,Kentucky,2020-05-29,1
Lexington,Kentucky,2020-05-30,1
Lexington,Kentucky,2020-05-31,1
Lexington,Kentucky,2020-06-01,0
Lexington,Kentucky,2020-06-02,0
Lexington,Kentucky,2020-06-03,0
Lexington,Kentucky,2020-06-04,0
Lexington,Kentucky,2020-06-05,0
Lincoln,Nebraska,2020-05-26,0
Lincoln,Nebraska,2020-05-27,1
Lincoln,Nebraska,2020-05-28,1
Lincoln,Nebraska,2020-05-29,1
Lincoln,Nebraska,2020-05-30,1
Lincoln,Nebraska,2020-05-31,1
Lincoln,Nebraska,2020-06-01,1
Lincoln,Nebraska,2020-06-02,0
Lincoln,Nebraska,2020-06-03,0
Lincoln,Nebraska,2020-06-04,0
Lincoln,Nebraska,2020-06-05,0
Little Rock,Arkansas,2020-05-26,0
Little Rock,Arkansas,2020-05-27,0
Little Rock,Arkansas,2020-05-28,0
Little Rock,Arkansas,2020-05-29,0
Little Rock,Arkansas,2020-05-30,1
Little Rock,Arkansas,2020-05-31,1
Little Rock,Arkansas,2020-06-01,1
Little Rock,Arkansas,2020-06-02,1
Little Rock,Arkansas,2020-06-03,0
Little Rock,Arkansas,2020-06-04,0
Little Rock,Arkansas,2020-06-05,0
Livermore,California,2020-05-26,0
Livermore,California,2020-05-27,0
Livermore,California,2020-05-28,0
Livermore,California,2020-05-29,0
Livermore,California,2020-05-30,0
Livermore,California,2020-05-31,0
Livermore,California,2020-06-01,0
Livermore,California,2020-06-02,1
Livermore,California,2020-06-03,0
Livermore,California,2020-06-04,0
Livermore,California,2020-06-05,0
Lockport,New York,2020-05-26,0
Lockport,New York,2020-05-27,0
Lockport,New York,2020-05-28,0
Lockport,New York,2020-05-29,0
Lockport,New York,2020-05-30,0
Lockport,New York,2020-05-31,0
Lockport,New York,2020-06-01,1
Lockport,New York,2020-06-02,0
Lockport,New York,2020-06-03,0
Lockport,New York,2020-06-04,0
Lockport,New York,2020-06-05,0
Loíza,Puerto Rico,2020-05-26,0
Loíza,Puerto Rico,2020-05-27,0
Loíza,Puerto Rico,2020-05-28,0
Loíza,Puerto Rico,2020-05-29,0
Loíza,Puerto Rico,2020-05-30,0
Loíza,Puerto Rico,2020-05-31,0
Loíza,Puerto Rico,2020-06-01,1
Loíza,Puerto Rico,2020-06-02,0
Loíza,Puerto Rico,2020-06-03,0
Loíza,Puerto Rico,2020-06-04,0
Loíza,Puerto Rico,2020-06-05,0
Long Beach,California,2020-05-26,0
Long Beach,California,2020-05-27,0
Long Beach,California,2020-05-28,0
Long Beach,California,2020-05-29,0
Long Beach,California,2020-05-30,0
Long Beach,California,2020-05-31,1
Long Beach,California,2020-06-01,0
Long Beach,California,2020-06-02,0
Long Beach,California,2020-06-03,0
Long Beach,California,2020-06-04,0
Long Beach,California,2020-06-05,0
Los Angeles,California,2020-05-26,0
Los Angeles,California,2020-05-27,1
Los Angeles,California,2020-05-28,1
Los Angeles,California,2020-05-29,1
Los Angeles,California,2020-05-30,1
Los Angeles,California,2020-05-31,1
Los Angeles,California,2020-06-01,1
Los Angeles,California,2020-06-02,1
Los Angeles,California,2020-06-03,0
Los Angeles,California,2020-06-04,1
Los Angeles,California,2020-06-05,0
Louisville,Kentucky,2020-05-26,0
Louisville,Kentucky,2020-05-27,1
Louisville,Kentucky,2020-05-28,1
Louisville,Kentucky,2020-05-29,1
Louisville,Kentucky,2020-05-30,1
Louisville,Kentucky,2020-05-31,1
Louisville,Kentucky,2020-06-01,1
Louisville,Kentucky,2020-06-02,0
Louisville,Kentucky,2020-06-03,0
Louisville,Kentucky,2020-06-04,0
Louisville,Kentucky,2020-06-05,0
Madison,Wisconsin,2020-05-26,0
Madison,Wisconsin,2020-05-27,0
Madison,Wisconsin,2020-05-28,0
Madison,Wisconsin,2020-05-29,0
Madison,Wisconsin,2020-05-30,1
Madison,Wisconsin,2020-05-31,0
Madison,Wisconsin,2020-06-01,0
Madison,Wisconsin,2020-06-02,0
Madison,Wisconsin,2020-06-03,0
Madison,Wisconsin,2020-06-04,0
Madison,Wisconsin,2020-06-05,0
Manchester,New Hampshire,2020-05-26,0
Manchester,New Hampshire,2020-05-27,0
Manchester,New Hampshire,2020-05-28,0
Manchester,New Hampshire,2020-05-29,0
Manchester,New Hampshire,2020-05-30,1
Manchester,New Hampshire,2020-05-31,0
Manchester,New Hampshire,2020-06-01,0
Manchester,New Hampshire,2020-06-02,0
Manchester,New Hampshire,2020-06-03,0
Manchester,New Hampshire,2020-06-04,0
Manchester,New Hampshire,2020-06-05,0
Manhattan,Kansas,2020-05-26,0
Manhattan,Kansas,2020-05-27,0
Manhattan,Kansas,2020-05-28,0
Manhattan,Kansas,2020-05-29,0
Manhattan,Kansas,2020-05-30,1
Manhattan,Kansas,2020-05-31,0
Manhattan,Kansas,2020-06-01,1
Manhattan,Kansas,2020-06-02,0
Manhattan,Kansas,2020-06-03,0
Manhattan,Kansas,2020-06-04,0
Manhattan,Kansas,2020-06-05,0
Marinette,Wisconsin,2020-05-26,0
Marinette,Wisconsin,2020-05-27,0
Marinette,Wisconsin,2020-05-28,0
Marinette,Wisconsin,2020-05-29,0
Marinette,Wisconsin,2020-05-30,0
Marinette,Wisconsin,2020-05-31,0
Marinette,Wisconsin,2020-06-01,0
Marinette,Wisconsin,2020-06-02,0
Marinette,Wisconsin,2020-06-03,1
Marinette,Wisconsin,2020-06-04,0
Marinette,Wisconsin,2020-06-05,0
Marion,Indiana,2020-05-26,0
Marion,Indiana,2020-05-27,0
Marion,Indiana,2020-05-28,0
Marion,Indiana,2020-05-29,1
Marion,Indiana,2020-05-30,1
Marion,Indiana,2020-05-31,1
Marion,Indiana,2020-06-01,0
Marion,Indiana,2020-06-02,0
Marion,Indiana,2020-06-03,0
Marion,Indiana,2020-06-04,0
Marion,Indiana,2020-06-05,0
Memphis,Tennessee,2020-05-26,0
Memphis,Tennessee,2020-05-27,1
Memphis,Tennessee,2020-05-28,1
Memphis,Tennessee,2020-05-29,1
Memphis,Tennessee,2020-05-30,1
Memphis,Tennessee,2020-05-31,1
Memphis,Tennessee,2020-06-01,1
Memphis,Tennessee,2020-06-02,0
Memphis,Tennessee,2020-06-03,0
Memphis,Tennessee,2020-06-04,0
Memphis,Tennessee,2020-06-05,0
Merrick,New York,2020-05-26,0
Merrick,New York,2020-05-27,0
Merrick,New York,2020-05-28,0
Merrick,New York,2020-05-29,0
Merrick,New York,2020-05-30,0
Merrick,New York,2020-05-31,0
Merrick,New York,2020-06-01,0
Merrick,New York,2020-06-02,1
Merrick,New York,2020-06-03,0
Merrick,New York,2020-06-04,0
Merrick,New York,2020-06-05,0
Miami,Florida,2020-05-26,0
Miami,Florida,2020-05-27,1
Miami,Florida,2020-05-28,1
Miami,Florida,2020-05-29,1
Miami,Florida,2020-05-30,1
Miami,Florida,2020-05-31,1
Miami,Florida,2020-06-01,0
Miami,Florida,2020-06-02,0
Miami,Florida,2020-06-03,0
Miami,Florida,2020-06-04,0
Miami,Florida,2020-06-05,0
Middlebury,Vermont,2020-05-26,0
Middlebury,Vermont,2020-05-27,0
Middlebury,Vermont,2020-05-28,0
Middlebury,Vermont,2020-05-29,0
Middlebury,Vermont,2020-05-30,1
Middlebury,Vermont,2020-05-31,0
Middlebury,Vermont,2020-06-01,0
Middlebury,Vermont,2020-06-02,0
Middlebury,Vermont,2020-06-03,0
Middlebury,Vermont,2020-06-04,0
Middlebury,Vermont,2020-06-05,0
Middletown,Connecticut,2020-05-26,0
Middletown,Connecticut,2020-05-27,0
Middletown,Connecticut,2020-05-28,0
Middletown,Connecticut,2020-05-29,0
Middletown,Connecticut,2020-05-30,1
Middletown,Connecticut,2020-05-31,0
Middletown,Connecticut,2020-06-01,0
Middletown,Connecticut,2020-06-02,0
Middletown,Connecticut,2020-06-03,0
Middletown,Connecticut,2020-06-04,0
Middletown,Connecticut,2020-06-05,0
Midland,Texas,2020-05-26,0
Midland,Texas,2020-05-27,0
Midland,Texas,2020-05-28,0
Midland,Texas,2020-05-29,0
Midland,Texas,2020-05-30,0
Midland,Texas,2020-05-31,0
Midland,Texas,2020-06-01,1
Midland,Texas,2020-06-02,1
Midland,Texas,2020-06-03,0
Midland,Texas,2020-06-04,0
Midland,Texas,2020-06-05,0
Milwaukee,Wisconsin,2020-05-26,0
Milwaukee,Wisconsin,2020-05-27,1
Milwaukee,Wisconsin,2020-05-28,1
Milwaukee,Wisconsin,2020-05-29,1
Milwaukee,Wisconsin,2020-05-30,1
Milwaukee,Wisconsin,2020-05-31,1
Milwaukee,Wisconsin,2020-06-01,0
Milwaukee,Wisconsin,2020-06-02,0
Milwaukee,Wisconsin,2020-06-03,0
Milwaukee,Wisconsin,2020-06-04,0
Milwaukee,Wisconsin,2020-06-05,0
Minneapolis,Minnesota,2020-05-26,1
Minneapolis,Minnesota,2020-05-27,1
Minneapolis,Minnesota,2020-05-28,1
Minneapolis,Minnesota,2020-05-29,1
Minneapolis,Minnesota,2020-05-30,1
Minneapolis,Minnesota,2020-05-31,1
Minneapolis,Minnesota,2020-06-01,1
Minneapolis,Minnesota,2020-06-02,0
Minneapolis,Minnesota,2020-06-03,0
Minneapolis,Minnesota,2020-06-04,1
Minneapolis,Minnesota,2020-06-05,0
Minot,North Dakota,2020-05-26,0
Minot,North Dakota,2020-05-27,0
Minot,North Dakota,2020-05-28,0
Minot,North Dakota,2020-05-29,0
Minot,North Dakota,2020-05-30,0
Minot,North Dakota,2020-05-31,1
Minot,North Dakota,2020-06-01,0
Minot,North Dakota,2020-06-02,0
Minot,North Dakota,2020-06-03,0
Minot,North Dakota,2020-06-04,0
Minot,North Dakota,2020-06-05,0
Missoula,Montana,2020-05-26,0
Missoula,Montana,2020-05-27,1
Missoula,Montana,2020-05-28,1
Missoula,Montana,2020-05-29,1
Missoula,Montana,2020-05-30,1
Missoula,Montana,2020-05-31,1
Missoula,Montana,2020-06-01,0
Missoula,Montana,2020-06-02,0
Missoula,Montana,2020-06-03,0
Missoula,Montana,2020-06-04,0
Missoula,Montana,2020-06-05,0
Mitchell,South Dakota,2020-05-26,0
Mitchell,South Dakota,2020-05-27,0
Mitchell,South Dakota,2020-05-28,0
Mitchell,South Dakota,2020-05-29,0
Mitchell,South Dakota,2020-05-30,0
Mitchell,South Dakota,2020-05-31,0
Mitchell,South Dakota,2020-06-01,0
Mitchell,South Dakota,2020-06-02,0
Mitchell,South Dakota,2020-06-03,1
Mitchell,South Dakota,2020-06-04,0
Mitchell,South Dakota,2020-06-05,0
Mobile,Alabama,2020-05-26,0
Mobile,Alabama,2020-05-27,0
Mobile,Alabama,2020-05-28,0
Mobile,Alabama,2020-05-29,0
Mobile,Alabama,2020-05-30,0
Mobile,Alabama,2020-05-31,1
Mobile,Alabama,2020-06-01,0
Mobile,Alabama,2020-06-02,0
Mobile,Alabama,2020-06-03,0
Mobile,Alabama,2020-06-04,0
Mobile,Alabama,2020-06-05,0
Modesto,California,2020-05-26,0
Modesto,California,2020-05-27,0
Modesto,California,2020-05-28,0
Modesto,California,2020-05-29,0
Modesto,California,2020-05-30,1
Modesto,California,2020-05-31,1
Modesto,California,2020-06-01,0
Modesto,California,2020-06-02,0
Modesto,California,2020-06-03,0
Modesto,California,2020-06-04,0
Modesto,California,2020-06-05,0
Monroe,Louisiana,2020-05-26,0
Monroe,Louisiana,2020-05-27,0
Monroe,Louisiana,2020-05-28,0
Monroe,Louisiana,2020-05-29,0
Monroe,Louisiana,2020-05-30,0
Monroe,Louisiana,2020-05-31,1
Monroe,Louisiana,2020-06-01,0
Monroe,Louisiana,2020-06-02,0
Monroe,Louisiana,2020-06-03,0
Monroe,Louisiana,2020-06-04,0
Monroe,Louisiana,2020-06-05,0
Monroe,Michigan,2020-05-26,0
Monroe,Michigan,2020-05-27,0
Monroe,Michigan,2020-05-28,0
Monroe,Michigan,2020-05-29,0
Monroe,Michigan,2020-05-30,0
Monroe,Michigan,2020-05-31,0
Monroe,Michigan,2020-06-01,0
Monroe,Michigan,2020-06-02,0
Monroe,Michigan,2020-06-03,0
Monroe,Michigan,2020-06-04,1
Monroe,Michigan,2020-06-05,0
Montgomery,Alabama,2020-05-26,0
Montgomery,Alabama,2020-05-27,0
Montgomery,Alabama,2020-05-28,0
Montgomery,Alabama,2020-05-29,0
Montgomery,Alabama,2020-05-30,1
Montgomery,Alabama,2020-05-31,0
Montgomery,Alabama,2020-06-01,0
Montgomery,Alabama,2020-06-02,0
Montgomery,Alabama,2020-06-03,0
Montgomery,Alabama,2020-06-04,0
Montgomery,Alabama,2020-06-05,0
Montpelier,Vermont,2020-05-26,0
Montpelier,Vermont,2020-05-27,0
Montpelier,Vermont,2020-05-28,0
Montpelier,Vermont,2020-05-29,0
Montpelier,Vermont,2020-05-30,1
Montpelier,Vermont,2020-05-31,0
Montpelier,Vermont,2020-06-01,0
Montpelier,Vermont,2020-06-02,0
Montpelier,Vermont,2020-06-03,0
Montpelier,Vermont,2020-06-04,0
Montpelier,Vermont,2020-06-05,0
Morehead City,North Carolina,2020-05-26,0
Morehead City,North Carolina,2020-05-27,0
Morehead City,North Carolina,2020-05-28,0
Morehead City,North Carolina,2020-05-29,0
Morehead City,North Carolina,2020-05-30,0
Morehead City,North Carolina,2020-05-31,1
Morehead City,North Carolina,2020-06-01,0
Morehead City,North Carolina,2020-06-02,0
Morehead City,North Carolina,2020-06-03,0
Morehead City,North Carolina,2020-06-04,0
Morehead City,North Carolina,2020-06-05,1
Morgantown,West Virginia,2020-05-26,0
Morgantown,West Virginia,2020-05-27,0
Morgantown,West Virginia,2020-05-28,0
Morgantown,West Virginia,2020-05-29,0
Morgantown,West Virginia,2020-05-30,1
Morgantown,West Virginia,2020-05-31,0
Morgantown,West Virginia,2020-06-01,0
Morgantown,West Virginia,2020-06-02,0
Morgantown,West Virginia,2020-06-03,0
Morgantown,West Virginia,2020-06-04,0
Morgantown,West Virginia,2020-06-05,0
Muncie,Indiana,2020-05-26,0
Muncie,Indiana,2020-05-27,0
Muncie,Indiana,2020-05-28,0
Muncie,Indiana,2020-05-29,0
Muncie,Indiana,2020-05-30,0
Muncie,Indiana,2020-05-31,0
Muncie,Indiana,2020-06-01,0
Muncie,Indiana,2020-06-02,0
Muncie,Indiana,2020-06-03,0
Muncie,Indiana,2020-06-04,1
Muncie,Indiana,2020-06-05,0
Murfreesboro,Tennessee,2020-05-26,0
Murfreesboro,Tennessee,2020-05-27,0
Murfreesboro,Tennessee,2020-05-28,0
Murfreesboro,Tennessee,2020-05-29,0
Murfreesboro,Tennessee,2020-05-30,0
Murfreesboro,Tennessee,2020-05-31,1
Murfreesboro,Tennessee,2020-06-01,1
Murfreesboro,Tennessee,2020-06-02,0
Murfreesboro,Tennessee,2020-06-03,0
Murfreesboro,Tennessee,2020-06-04,0
Murfreesboro,Tennessee,2020-06-05,0
Myrtle Beach,South Carolina,2020-05-26,0
Myrtle Beach,South Carolina,2020-05-27,0
Myrtle Beach,South Carolina,2020-05-28,0
Myrtle Beach,South Carolina,2020-05-29,0
Myrtle Beach,South Carolina,2020-05-30,0
Myrtle Beach,South Carolina,2020-05-31,1
Myrtle Beach,South Carolina,2020-06-01,0
Myrtle Beach,South Carolina,2020-06-02,0
Myrtle Beach,South Carolina,2020-06-03,0
Myrtle Beach,South Carolina,2020-06-04,0
Myrtle Beach,South Carolina,2020-06-05,0
Nashville,Tennessee,2020-05-26,0
Nashville,Tennessee,2020-05-27,0
Nashville,Tennessee,2020-05-28,0
Nashville,Tennessee,2020-05-29,0
Nashville,Tennessee,2020-05-30,1
Nashville,Tennessee,2020-05-31,0
Nashville,Tennessee,2020-06-01,0
Nashville,Tennessee,2020-06-02,0
Nashville,Tennessee,2020-06-03,0
Nashville,Tennessee,2020-06-04,1
Nashville,Tennessee,2020-06-05,0
New Canaan,Connecticut,2020-05-26,0
New Canaan,Connecticut,2020-05-27,0
New Canaan,Connecticut,2020-05-28,0
New Canaan,Connecticut,2020-05-29,0
New Canaan,Connecticut,2020-05-30,0
New Canaan,Connecticut,2020-05-31,0
New Canaan,Connecticut,2020-06-01,0
New Canaan,Connecticut,2020-06-02,0
New Canaan,Connecticut,2020-06-03,0
New Canaan,Connecticut,2020-06-04,1
New Canaan,Connecticut,2020-06-05,0
New Haven,Connecticut,2020-05-26,0
New Haven,Connecticut,2020-05-27,0
New Haven,Connecticut,2020-05-28,0
New Haven,Connecticut,2020-05-29,0
New Haven,Connecticut,2020-05-30,0
New Haven,Connecticut,2020-05-31,1
New Haven,Connecticut,2020-06-01,0
New Haven,Connecticut,2020-06-02,0
New Haven,Connecticut,2020-06-03,1
New Haven,Connecticut,2020-06-04,0
New Haven,Connecticut,2020-06-05,1
New Iberia,Louisiana,2020-05-26,0
New Iberia,Louisiana,2020-05-27,0
New Iberia,Louisiana,2020-05-28,0
New Iberia,Louisiana,2020-05-29,0
New Iberia,Louisiana,2020-05-30,1
New Iberia,Louisiana,2020-05-31,0
New Iberia,Louisiana,2020-06-01,0
New Iberia,Louisiana,2020-06-02,0
New Iberia,Louisiana,2020-06-03,0
New Iberia,Louisiana,2020-06-04,0
New Iberia,Louisiana,2020-06-05,0
New London,Connecticut,2020-05-26,0
New London,Connecticut,2020-05-27,0
New London,Connecticut,2020-05-28,0
New London,Connecticut,2020-05-29,0
New London,Connecticut,2020-05-30,1
New London,Connecticut,2020-05-31,0
New London,Connecticut,2020-06-01,0
